Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
148031,1Chroniques,1,30,מִשְׁמָ֣ע,מִשְׁמָע,H4927,4
148032,1Chroniques,1,30,וְדוּמָ֔ה,דּוּמָה,H1746,3
148033,1Chroniques,1,30,מַשָּׂ֖א,מַשָּׂא,H4854,2
148034,1Chroniques,1,30,חֲדַ֥ד,חֲדַד,H2301,2
148035,1Chroniques,1,30,וְתֵימָֽא׃,תֵּימָא,H8485,5
148036,1Chroniques,1,31,יְט֥וּר,יְטוּר,H3195,3
148037,1Chroniques,1,31,נָפִ֖ישׁ,נָפִישׁ,H5305,3
148038,1Chroniques,1,31,וָקֵ֑דְמָה,קֵ֑דְמָה,H6929,2
148039,1Chroniques,1,31,אֵ֥לֶּה,אֵ֫לֶּה,H0428,746
148040,1Chroniques,1,31,הֵ֖ם,הֵ֫מָּה,H1992,552
148041,1Chroniques,1,31,בְּנֵ֥י,בֵּן,H1121,4959
148042,1Chroniques,1,31,יִשְׁמָעֵֽאל׃ ס,יִשְׁמָעֵאל,H3458,48
148043,1Chroniques,1,32,וּבְנֵ֨י,בֵּן,H1121,4959
148044,1Chroniques,1,32,קְטוּרָ֜ה,קְטוּרָה,H6989,4
148045,1Chroniques,1,32,פִּילֶ֣גֶשׁ,פִּלֶ֫גֶשׁ,H6370,37
148046,1Chroniques,1,32,אַבְרָהָ֗ם,אַבְרָהָם,H0085,175
148047,1Chroniques,1,32,יָלְדָ֞ה,יָלַד,H3205,496
148048,1Chroniques,1,32,אֶת־,אֵת,H0853,10947
148049,1Chroniques,1,32,זִמְרָ֧ן,זִמְרָן,H2175,2
148050,1Chroniques,1,32,וְיָקְשָׁ֛ן,יׇקְשָׁן,H3370,4
148051,1Chroniques,1,32,וּמְדָ֥ן,מְדָן,H4091,2
148052,1Chroniques,1,32,וּמִדְיָ֖ן,מִדְיָן,H4080,59
148053,1Chroniques,1,32,וְיִשְׁבָּ֣ק,יִשְׁבָּק,H3435,2
148054,1Chroniques,1,32,וְשׁ֑וּחַ,שׁוּחַ,H7744,2
148055,1Chroniques,1,32,וּבְנֵ֥י,בֵּן,H1121,4959
148056,1Chroniques,1,32,יָקְשָׁ֖ן,יׇקְשָׁן,H3370,4
148057,1Chroniques,1,32,שְׁבָ֥א,שְׁבָא,H7614,23
148058,1Chroniques,1,32,וּדְדָֽן׃ ס,רֹדָן,H1719,11
